INCOME,SEX,MARITAL.STATUS,AGE,EDUCATION,OCCUPATION,AREA,DUAL.INCOMES,HOUSEHOLD.SIZE,UNDER18,HOUSEHOLDER,HOME.TYPE,ETHNIC.CLASS,LANGUAGE
[50.000-75.000),M,Single,35-44,Grad Study,Professional/Managerial,7-10 years,Not Married,One,,Rent,Apartment,White,English
[30.000-40.000),M,Single,25-34,College graduate,Professional/Managerial,10+ years,Not Married,Two,,Rent,,White,English
-10.000),M,Single,18-24,Graduated High Scool,Military,7-10 years,Not Married,,,,Other,Black,English
[40.000-50.000),M,Single,18-24,College graduate,Professional/Managerial,1-3 years,Not Married,One,,Rent,Apartment,White,English
[25.000-30.000),M,Single,25-34,Graduated High Scool,Sales Worker,1-3 years,Not Married,One,,Own,House,Black,English
[25.000-30.000),M,Single,25-34,Graduated High Scool,Professional/Managerial,-1 year,Not Married,One,,Rent,Apartment,White,English
-10.000),M,Single,18-24,Graduated High Scool,Sales Worker,10+ years,Not Married,Three,,Family,House,Asian,Other
-10.000),M,Single,18-24,College graduate,Unemployed,7-10 years,Not Married,One,,Rent,Other,White,English
[75.000-,F,Married,35-44,Grad Study,Homemaker,7-10 years,No,Three,One,Own,House,White,English
[20.000-25.000),F,Married,18-24,1 to 3 years of college,"Student, HS or College",1-3 years,No,Two,,Rent,Apartment,White,English
[30.000-40.000),M,Single,18-24,Graduated High Scool,Factory Worker/Laborer/Driver,10+ years,Not Married,One,,Family,,,Spanish
[20.000-25.000),M,Married,25-34,1 to 3 years of college,Professional/Managerial,7-10 years,Yes,Two,,Rent,,White,English
-10.000),F,Married,18-24,Graduated High Scool,Clerical/Service Worker,,Yes,,,Rent,Apartment,Black,English
-10.000),F,Married,14-17,Graduated High Scool,"Student, HS or College",4-6 years,No,Four,Three,Family,House,Hispanic,Spanish
[75.000-,M,Single,35-44,1 to 3 years of college,Professional/Managerial,10+ years,Not Married,One,,Own,House,Asian,Other
[50.000-75.000),F,Married,35-44,1 to 3 years of college,Clerical/Service Worker,10+ years,Yes,Five,Three,Rent,House,White,
[40.000-50.000),M,Married,25-34,College graduate,Professional/Managerial,7-10 years,Yes,Three,One,Rent,Apartment,White,Other
[30.000-40.000),F,Married,25-34,1 to 3 years of college,Homemaker,10+ years,No,Four,Two,Rent,House,White,English
-10.000),M,Married,45-54,Grade 8 or less,Unemployed,,Yes,Six,Four,Rent,Apartment,Hispanic,Spanish
[15.000-20.000),F,Single,18-24,1 to 3 years of college,Professional/Managerial,10+ years,Not Married,Two,,Rent,Apartment,White,English
[30.000-40.000),M,Married,35-44,Graduated High Scool,Factory Worker/Laborer/Driver,1-3 years,Yes,Four,Two,Rent,House,Hispanic,Spanish
[15.000-20.000),M,Single,18-24,College graduate,Professional/Managerial,-1 year,Not Married,One,,Rent,House,Hispanic,English
[30.000-40.000),F,Married,45-54,1 to 3 years of college,Clerical/Service Worker,10+ years,Yes,Two,,Own,House,White,English
-10.000),F,Divorced,25-34,Graduated High Scool,Homemaker,1-3 years,Not Married,Two,One,Family,Apartment,White,English
-10.000),F,Single,14-17,Grades 9 to 11,Professional/Managerial,7-10 years,Not Married,Five,Three,Family,House,White,English
[50.000-75.000),F,Married,35-44,1 to 3 years of college,Homemaker,10+ years,No,Two,,Own,House,White,English
[20.000-25.000),M,Married,65+,Graduated High Scool,Retired,10+ years,Yes,Two,,Own,Condominium,White,English
[20.000-25.000),F,Married,25-34,Graduated High Scool,Clerical/Service Worker,-1 year,Yes,Three,Two,Rent,Apartment,Hispanic,English
[10.000-15.000),M,Widowed,65+,Graduated High Scool,Retired,10+ years,Not Married,,,Rent,House,White,Other
-10.000),M,Single,18-24,Graduated High Scool,Sales Worker,,Not Married,Three,,Family,House,Hispanic,English
[25.000-30.000),M,Single,18-24,College graduate,Professional/Managerial,,Not Married,One,,Rent,House,White,English
-10.000),F,Single,14-17,Grade 8 or less,Unemployed,10+ years,Not Married,Three,Two,Family,Apartment,Hispanic,Spanish
[20.000-25.000),M,Married,65+,1 to 3 years of college,Retired,,No,Two,,Own,Condominium,White,English
[30.000-40.000),F,Married,25-34,Graduated High Scool,Clerical/Service Worker,10+ years,Yes,Five,Three,Rent,Other,Hispanic,English
[50.000-75.000),M,Married,35-44,Grad Study,Professional/Managerial,10+ years,Yes,Two,,Own,Condominium,White,English
[10.000-15.000),M,Single,18-24,1 to 3 years of college,Factory Worker/Laborer/Driver,10+ years,Not Married,Five,,Rent,House,White,English
[75.000-,F,Together,35-44,Grad Study,Professional/Managerial,10+ years,Not Married,Two,,Own,Condominium,White,English
[20.000-25.000),F,Single,25-34,1 to 3 years of college,Clerical/Service Worker,10+ years,Not Married,Two,,Rent,Condominium,White,English
[20.000-25.000),F,Married,25-34,Graduated High Scool,Clerical/Service Worker,1-3 years,Yes,Three,One,Own,House,White,English
[30.000-40.000),F,Together,25-34,1 to 3 years of college,Clerical/Service Worker,10+ years,Yes,Four,,Rent,House,White,English
[40.000-50.000),F,Married,25-34,Graduated High Scool,Professional/Managerial,4-6 years,Yes,Three,One,Rent,Apartment,Black,English
-10.000),F,Single,14-17,Grades 9 to 11,"Student, HS or College",10+ years,Not Married,Four,One,Family,House,White,English
[50.000-75.000),M,Married,55-64,Graduated High Scool,Professional/Managerial,10+ years,No,Two,,Own,House,White,English
[20.000-25.000),M,Married,45-54,1 to 3 years of college,Unemployed,10+ years,No,Three,One,Own,House,White,English
[20.000-25.000),F,Divorced,35-44,1 to 3 years of college,Sales Worker,10+ years,Not Married,Three,Two,Own,House,White,English
[15.000-20.000),M,Single,18-24,1 to 3 years of college,Factory Worker/Laborer/Driver,10+ years,Not Married,One,,Rent,Apartment,White,English
[25.000-30.000),F,Married,25-34,Graduated High Scool,Homemaker,10+ years,No,Three,One,Rent,House,Hispanic,Spanish
[20.000-25.000),M,Married,35-44,Graduated High Scool,Professional/Managerial,10+ years,No,Four,One,Family,House,White,English
[30.000-40.000),F,Married,55-64,Grad Study,Factory Worker/Laborer/Driver,7-10 years,No,Two,,Rent,Apartment,White,English
[75.000-,M,Single,25-34,1 to 3 years of college,"Student, HS or College",10+ years,Not Married,Three,,Family,House,White,English
[50.000-75.000),F,Single,18-24,Graduated High Scool,"Student, HS or College",-1 year,Not Married,Four,,Family,House,White,English
-10.000),F,Single,14-17,Grades 9 to 11,"Student, HS or College",10+ years,Not Married,Four,Two,Family,House,White,English
[50.000-75.000),F,Together,55-64,College graduate,Retired,-1 year,No,Two,,Own,Apartment,White,English
[25.000-30.000),M,Divorced,25-34,Graduated High Scool,Sales Worker,10+ years,Not Married,Two,One,Own,House,Hispanic,English
[10.000-15.000),F,Single,18-24,1 to 3 years of college,Clerical/Service Worker,,Not Married,One,,Rent,Apartment,White,English
[40.000-50.000),M,Together,25-34,1 to 3 years of college,Professional/Managerial,4-6 years,Not Married,Two,,Rent,House,White,
[40.000-50.000),F,Married,18-24,College graduate,Professional/Managerial,1-3 years,Yes,Two,,Rent,Apartment,White,English
[50.000-75.000),M,Married,65+,1 to 3 years of college,Retired,10+ years,No,Two,,Own,House,White,English
[50.000-75.000),F,Married,55-64,1 to 3 years of college,Professional/Managerial,,Yes,Two,,Own,House,White,English
[10.000-15.000),M,Together,18-24,1 to 3 years of college,Clerical/Service Worker,4-6 years,Not Married,Seven,,Rent,House,White,English
[15.000-20.000),M,Married,25-34,Graduated High Scool,Unemployed,10+ years,Yes,Two,,Rent,Apartment,White,English
[30.000-40.000),M,Married,65+,1 to 3 years of college,Retired,10+ years,No,,,Own,House,White,English
[20.000-25.000),F,Married,18-24,1 to 3 years of college,Clerical/Service Worker,10+ years,Yes,Two,One,Rent,Apartment,Hispanic,English
[50.000-75.000),F,Single,14-17,Grades 9 to 11,Clerical/Service Worker,10+ years,Not Married,Six,One,Family,House,Hispanic,English
[40.000-50.000),M,Married,35-44,1 to 3 years of college,Professional/Managerial,10+ years,Yes,Two,,Rent,Apartment,White,English
[15.000-20.000),F,,45-54,Grade 8 or less,,10+ years,No,,,Rent,House,Hispanic,Spanish
[50.000-75.000),F,Married,45-54,1 to 3 years of college,Professional/Managerial,7-10 years,Yes,Two,,Rent,Apartment,White,English
[15.000-20.000),M,Single,18-24,Graduated High Scool,Sales Worker,10+ years,Not Married,,,Rent,Condominium,,Spanish
[10.000-15.000),F,Widowed,55-64,1 to 3 years of college,Professional/Managerial,4-6 years,Not Married,One,,Own,Mobile Home,White,English
[30.000-40.000),F,Widowed,65+,1 to 3 years of college,Retired,,Not Married,One,,Own,House,White,English
[75.000-,F,,18-24,Grades 9 to 11,"Student, HS or College",10+ years,Not Married,Three,,Family,House,White,English
-10.000),F,Single,18-24,1 to 3 years of college,"Student, HS or College",10+ years,Not Married,Four,,Rent,Apartment,White,English
-10.000),M,Single,14-17,Grades 9 to 11,"Student, HS or College",10+ years,Not Married,Five,One,Family,House,White,English
[50.000-75.000),F,Married,35-44,Grad Study,Professional/Managerial,10+ years,Yes,Three,One,Own,Condominium,White,English
[50.000-75.000),M,Married,35-44,Grad Study,Professional/Managerial,1-3 years,No,Four,Two,Own,House,White,English
[75.000-,M,Married,55-64,Grad Study,Professional/Managerial,10+ years,Yes,Two,,Own,House,White,English
[75.000-,F,Married,45-54,College graduate,Professional/Managerial,10+ years,Yes,Four,One,Own,House,White,English
[10.000-15.000),M,Single,18-24,Graduated High Scool,Military,-1 year,Not Married,One,,,Other,White,English
-10.000),M,Single,14-17,Grades 9 to 11,"Student, HS or College",10+ years,Not Married,Eight,Three,Family,House,Hispanic,Spanish
-10.000),F,Divorced,55-64,Graduated High Scool,Sales Worker,10+ years,Not Married,One,,Own,Mobile Home,American Indian,English
-10.000),M,Single,18-24,Graduated High Scool,Factory Worker/Laborer/Driver,10+ years,Not Married,Four,,Rent,Apartment,White,English
-10.000),F,Single,18-24,1 to 3 years of college,"Student, HS or College",10+ years,Not Married,One,,Rent,Apartment,White,English
[25.000-30.000),F,Married,65+,1 to 3 years of college,Retired,10+ years,No,Two,,Own,House,White,English
[15.000-20.000),F,Widowed,55-64,Graduated High Scool,Retired,7-10 years,Not Married,Three,,Own,House,Hispanic,Spanish
[75.000-,M,Married,65+,1 to 3 years of college,Retired,10+ years,No,Two,,Own,House,White,English
[25.000-30.000),F,Married,35-44,1 to 3 years of college,Professional/Managerial,,Yes,Three,One,Rent,Apartment,White,English
[25.000-30.000),M,Married,35-44,Graduated High Scool,Factory Worker/Laborer/Driver,10+ years,Yes,Three,One,Rent,Apartment,White,English
[30.000-40.000),M,Married,25-34,1 to 3 years of college,Factory Worker/Laborer/Driver,-1 year,Yes,Three,One,Rent,Apartment,White,English
[20.000-25.000),M,Together,25-34,Graduated High Scool,Clerical/Service Worker,-1 year,Not Married,Two,,Rent,Apartment,Black,English
[15.000-20.000),M,Single,18-24,Graduated High Scool,"Student, HS or College",10+ years,Not Married,Three,,Family,House,White,English
[10.000-15.000),F,Married,25-34,Graduated High Scool,Homemaker,4-6 years,No,Three,One,Rent,House,Hispanic,English
[30.000-40.000),F,Married,25-34,Grades 9 to 11,Unemployed,10+ years,No,Four,,Rent,House,Other,English
[10.000-15.000),F,Widowed,65+,1 to 3 years of college,Retired,,Not Married,One,,Rent,House,White,English
[30.000-40.000),F,Married,65+,Graduated High Scool,Homemaker,10+ years,No,Two,,Own,Condominium,White,English
[50.000-75.000),M,Single,18-24,Graduated High Scool,Homemaker,,Not Married,One,,Rent,Apartment,Black,English
[20.000-25.000),M,Single,18-24,Graduated High Scool,"Student, HS or College",10+ years,Not Married,Six,,Rent,House,Pacific Islander,English
[50.000-75.000),M,Single,18-24,Grad Study,Military,,Not Married,One,,Own,Apartment,White,English
[75.000-,F,Single,35-44,1 to 3 years of college,Professional/Managerial,10+ years,Not Married,Two,One,Own,House,Hispanic,English
[30.000-40.000),F,Single,18-24,Graduated High Scool,Sales Worker,10+ years,Not Married,Three,One,Family,Apartment,Black,English
[30.000-40.000),M,Single,25-34,Graduated High Scool,Factory Worker/Laborer/Driver,,Not Married,One,,Rent,Apartment,White,English
[40.000-50.000),F,Married,35-44,Grad Study,Professional/Managerial,10+ years,Yes,Four,Two,Own,House,White,English
[25.000-30.000),M,Single,25-34,1 to 3 years of college,Professional/Managerial,10+ years,Not Married,Three,,Own,House,White,English
[40.000-50.000),F,Married,25-34,1 to 3 years of college,Professional/Managerial,7-10 years,Yes,Four,Two,Own,House,White,English
[40.000-50.000),F,Widowed,65+,College graduate,Homemaker,7-10 years,Not Married,One,,Own,Condominium,White,English
-10.000),F,Single,14-17,Grades 9 to 11,"Student, HS or College",10+ years,Not Married,Five,Four,Family,,Black,English
[50.000-75.000),M,Married,35-44,Grad Study,Professional/Managerial,10+ years,No,Three,,Own,House,Hispanic,English
[50.000-75.000),M,Married,35-44,Graduated High Scool,Professional/Managerial,7-10 years,Yes,Two,One,Rent,Condominium,White,English
-10.000),M,Single,18-24,Graduated High Scool,Professional/Managerial,10+ years,Not Married,Six,Two,Family,Other,Hispanic,Spanish
-10.000),M,Single,14-17,Grades 9 to 11,"Student, HS or College",10+ years,Not Married,Four,One,Family,House,White,English
-10.000),F,Single,18-24,Graduated High Scool,Professional/Managerial,10+ years,Not Married,Four,,Family,House,White,English
[40.000-50.000),M,Married,55-64,Graduated High Scool,Factory Worker/Laborer/Driver,4-6 years,Yes,Four,One,Own,House,Pacific Islander,English
[10.000-15.000),M,Single,18-24,1 to 3 years of college,"Student, HS or College",10+ years,Not Married,One,,Own,Condominium,White,English
[25.000-30.000),M,Together,18-24,1 to 3 years of college,Factory Worker/Laborer/Driver,10+ years,Not Married,Two,,Rent,Other,White,English
-10.000),M,Single,25-34,1 to 3 years of college,"Student, HS or College",1-3 years,Not Married,One,,Rent,Apartment,White,English
[20.000-25.000),M,Single,25-34,1 to 3 years of college,Professional/Managerial,10+ years,Not Married,Six,,,Apartment,White,English
-10.000),M,Single,18-24,1 to 3 years of college,"Student, HS or College",10+ years,Not Married,One,,,Other,White,English
[10.000-15.000),F,Single,18-24,Graduated High Scool,Clerical/Service Worker,-1 year,Not Married,One,,Rent,Apartment,White,English
[10.000-15.000),M,Widowed,55-64,1 to 3 years of college,Retired,7-10 years,Not Married,Six,,,House,American Indian,English
-10.000),M,Married,25-34,Grade 8 or less,Professional/Managerial,10+ years,Yes,Two,,Rent,Apartment,Hispanic,Spanish
-10.000),M,Single,25-34,Graduated High Scool,Unemployed,-1 year,Not Married,,,Family,House,Black,English
[30.000-40.000),F,Married,25-34,College graduate,Unemployed,,No,Two,,Own,House,White,English
[40.000-50.000),M,Married,25-34,1 to 3 years of college,Factory Worker/Laborer/Driver,10+ years,No,Five,Three,Rent,House,Asian,English
[75.000-,F,Married,35-44,1 to 3 years of college,Professional/Managerial,7-10 years,Yes,Four,One,Own,House,White,English
[30.000-40.000),F,Single,18-24,1 to 3 years of college,"Student, HS or College",,Not Married,Six,,Family,House,Hispanic,English
[30.000-40.000),M,Married,18-24,Graduated High Scool,Sales Worker,,No,Six,Two,Rent,House,Hispanic,Spanish
-10.000),M,Single,35-44,Grade 8 or less,Factory Worker/Laborer/Driver,-1 year,Not Married,One,,Family,House,Hispanic,Spanish
[25.000-30.000),M,Single,25-34,1 to 3 years of college,Clerical/Service Worker,10+ years,Not Married,Two,,Rent,,Hispanic,Spanish
[40.000-50.000),F,Married,45-54,1 to 3 years of college,Homemaker,7-10 years,Yes,Four,Two,Rent,Condominium,Black,English
[25.000-30.000),M,Single,25-34,Graduated High Scool,Professional/Managerial,10+ years,Not Married,One,,Rent,Apartment,White,English
[25.000-30.000),M,Single,25-34,1 to 3 years of college,Professional/Managerial,7-10 years,Not Married,One,,Rent,Apartment,White,English
[40.000-50.000),F,Married,25-34,1 to 3 years of college,Homemaker,,No,Four,Two,Own,House,White,English
[10.000-15.000),F,Single,18-24,1 to 3 years of college,Military,,Not Married,One,,Rent,Other,White,English
[50.000-75.000),M,Married,25-34,Grades 9 to 11,Professional/Managerial,7-10 years,Yes,Four,Two,Own,House,Black,English
[10.000-15.000),F,Single,14-17,Grades 9 to 11,Sales Worker,10+ years,Not Married,Six,Three,Own,Condominium,Hispanic,English
[20.000-25.000),F,Single,25-34,College graduate,Professional/Managerial,1-3 years,Not Married,Two,,Rent,Other,White,English
-10.000),F,Single,18-24,1 to 3 years of college,"Student, HS or College",,Not Married,,,Family,House,White,English
[40.000-50.000),M,Single,35-44,College graduate,Professional/Managerial,7-10 years,Not Married,Two,,Rent,Apartment,White,English
[30.000-40.000),F,Married,35-44,Graduated High Scool,Homemaker,10+ years,No,Five,Three,Own,Condominium,White,English
[25.000-30.000),F,Single,25-34,Graduated High Scool,Factory Worker/Laborer/Driver,10+ years,Not Married,Two,,Rent,Apartment,White,English
-10.000),F,Single,14-17,Grades 9 to 11,"Student, HS or College",7-10 years,Not Married,Four,Three,Family,Apartment,Hispanic,English
[15.000-20.000),M,Single,35-44,1 to 3 years of college,Unemployed,10+ years,Not Married,Five,,Family,House,White,Other
